================ Training Loss (Thu May  2 13:01:04 2024) ================
(epoch: 1, iters: 400, time: 0.036, data: 0.234) D_A: 0.522 G_A: 0.697 cycle_A: 1.413 idt_A: 1.643 D_B: 1.827 G_B: 2.447 cycle_B: 3.079 idt_B: 0.748 
(epoch: 1, iters: 800, time: 0.034, data: 0.002) D_A: 0.298 G_A: 0.509 cycle_A: 0.957 idt_A: 0.854 D_B: 0.284 G_B: 0.383 cycle_B: 1.820 idt_B: 0.428 
(epoch: 1, iters: 1200, time: 0.034, data: 0.001) D_A: 0.243 G_A: 0.431 cycle_A: 0.837 idt_A: 0.666 D_B: 0.317 G_B: 0.409 cycle_B: 1.379 idt_B: 0.368 
(epoch: 1, iters: 1600, time: 0.034, data: 0.001) D_A: 0.228 G_A: 0.423 cycle_A: 0.741 idt_A: 0.616 D_B: 0.225 G_B: 0.368 cycle_B: 1.259 idt_B: 0.323 
(epoch: 2, iters: 176, time: 0.035, data: 0.001) D_A: 0.220 G_A: 0.458 cycle_A: 0.701 idt_A: 0.567 D_B: 0.672 G_B: 0.935 cycle_B: 1.272 idt_B: 0.314 
(epoch: 2, iters: 576, time: 0.034, data: 0.002) D_A: 0.720 G_A: 0.928 cycle_A: 1.274 idt_A: 0.509 D_B: 0.238 G_B: 0.309 cycle_B: 1.345 idt_B: 0.585 
(epoch: 2, iters: 976, time: 0.034, data: 0.001) D_A: 0.190 G_A: 0.390 cycle_A: 0.717 idt_A: 0.533 D_B: 0.217 G_B: 0.406 cycle_B: 1.112 idt_B: 0.292 
(epoch: 2, iters: 1376, time: 0.034, data: 0.001) D_A: 0.297 G_A: 0.665 cycle_A: 0.638 idt_A: 0.604 D_B: 0.214 G_B: 0.360 cycle_B: 2.315 idt_B: 0.277 
(epoch: 2, iters: 1776, time: 0.034, data: 0.001) D_A: 0.198 G_A: 0.487 cycle_A: 0.616 idt_A: 0.599 D_B: 0.199 G_B: 0.375 cycle_B: 1.275 idt_B: 0.281 
(epoch: 3, iters: 352, time: 0.038, data: 0.001) D_A: 0.194 G_A: 0.467 cycle_A: 0.814 idt_A: 0.476 D_B: 0.465 G_B: 0.588 cycle_B: 1.072 idt_B: 0.328 
(epoch: 3, iters: 752, time: 0.034, data: 0.002) D_A: 0.202 G_A: 0.645 cycle_A: 0.768 idt_A: 0.445 D_B: 0.178 G_B: 0.298 cycle_B: 1.015 idt_B: 0.345 
